base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,,,3026836.9392938353,nan,₹ Crore
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,0.8,3.1,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,Mining and Quarrying,,,,-6.0,-0.7,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,Manufacturing,,,,9.2,7.0,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,1.3,2.1,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,Construction,,,,6.6,7.0,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,7.3,7.5,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",,,,11.3,9.9,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",,,,13.5,9.9,%
2011-12,Current,2025-26,GVA Growth Rate,Annual,First Advance Estimates,Total Gross Value Added,,,,7.7,7.3,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,10.038122384764009,3.7650067795183872,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,Mining and Quarrying,,,,2.602565725166926,2.8576036742582716,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,Manufacturing,,,,6.571463116107637,5.323337592166169,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,2.8484183038302007,6.843506085510256,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,Construction,,,,8.573441233397546,8.5705042898161,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,7.960918712978213,5.84509790014738,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",,,,10.267236225192278,7.275551122961417,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",,,,13.95565959309657,9.125118700028239,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,First Advance Estimates,Total Gross Value Added,,,,9.34701360981893,6.409602911875581,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,10.977922077625493,4.593697539808545,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,Mining and Quarrying,,,,2.1290084924093122,2.756517787791296,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,Manufacturing,,,,5.800146617911622,4.290623535686592,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,3.947748136456198,6.025478968797174,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,Construction,,,,8.645718984433955,8.636103752386191,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,9.006162272393013,6.375058998683443,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,"Financial, Real Estate & Professional Services",,,,10.243606305128722,7.210781411099191,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,"Public Administration, Defence & Other Services",,,,13.419045956431816,8.81006575730774,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Second Advance Estimates,Total Gross Value Added,,,,9.491903986062738,6.367005171882894,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,10.40256992034476,4.62632953504216,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,Mining and Quarrying,,,,1.5863375398055268,2.6898126784283534,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,Manufacturing,,,,6.319438517425311,4.519259849305342,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,5.289269861174645,5.883346527525248,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,Construction,,,,9.384951525356229,9.354452297838094,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,8.882478552740707,6.087549342500708,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,"Financial, Real Estate & Professional Services",,,,10.212960530742947,7.169456608934624,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,"Public Administration, Defence & Other Services",,,,13.356009909932482,8.859729263954307,%
2011-12,Current,2024-25,GVA Growth Rate,Annual,Provisional Estimates,Total Gross Value Added,,,,9.517949128941169,6.414086697106185,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,5.521590522199787,1.8200346004006178,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,Mining and Quarrying,,,,5.802610280026869,8.057106021652302,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,Manufacturing,,,,4.402935897652796,6.5339103904460245,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,9.178899901161941,8.27509846340935,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,Construction,,,,9.559253383518907,10.74138188282447,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,5.835490831835116,6.317434964311985,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",,,,9.935919102785704,8.891952828379758,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",,,,13.793968323632384,7.728018395118113,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Advance Estimates,Total Gross Value Added,,,,7.959159196460604,6.890128977252473,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,4.640484952161074,0.663581864653807,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,Mining and Quarrying,,,,6.563215135531507,8.109256640038168,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,Manufacturing,,,,6.696488635759735,8.48704764726864,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,7.882889114652471,7.515343400532728,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,Construction,,,,10.056712787781706,10.667661730212672,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,6.310414275990766,6.456174579881392,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,"Financial, Real Estate & Professional Services",,,,9.651619194242244,8.206925997812348,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,"Public Administration, Defence & Other Services",,,,13.509627159161752,7.746735233559406,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Second Advance Estimates,Total Gross Value Added,,,,8.186195821979481,6.908575486022357,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,5.373345553553136,1.4404750122451304,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,Mining and Quarrying,,,,6.324110344444975,7.094902352462526,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,Manufacturing,,,,8.010473334454701,9.862283135918261,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,9.806081593371047,7.529590137405037,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,Construction,,,,9.417728127407372,9.938715148137135,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,6.221875871481089,6.4096842901801665,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,"Financial, Real Estate & Professional Services",,,,9.856365433893387,8.403265980031023,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,"Public Administration, Defence & Other Services",,,,13.545274496458532,7.811770508615496,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,Provisional Estimates,Total Gross Value Added,,,,8.528741543307888,7.219569627861006,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,9.88289439958065,0.8744578828420373,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,10.320660529109986,5.421831320220562,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,1.901507653635548,1.5900584514579208,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,13.0610542809724,5.948866505555571,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,9.631441448899452,2.658694194055215,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Mining and Quarrying,,,,4.241526456977624,3.213275626478307,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,,7.990495493287767,6.666742575015832,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,,-4.040991430952701,-0.22120085117830968,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Manufacturing,Metal Products,,,11.881569344952254,16.585030999307946,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Manufacturing,Machinery and Equipment,,,17.033591627538527,14.8702457253913,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Manufacturing,Other Manufactured Goods,,,12.374535425485561,14.296681255754208,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Manufacturing,,,,10.940423253749756,12.302341464633955,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,25.83751781286648,8.640977649109033,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Construction,,,,10.602238581324457,10.408392972977424,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,7.948289328213718,7.113843218121403,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,19.630043804107174,18.72895585115816,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,9.025435363690775,8.184986969438725,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,9.988644825737822,8.218168544520395,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,6.322866928939845,3.7428613254725747,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,1.594486110796069,7.306214044206399,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,82.47775367526512,14.01680293977033,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,20.73909944102148,5.084066070059848,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,16.461617583619542,16.610025782235653,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,10.199539025823384,8.829244713733033,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",,,,10.21150223018168,6.13512135317427,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Financial Services,,,,10.016435615900264,7.694131517815819,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",,,,12.011479813949606,11.182073132176669,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Public Administration and Defence,,,,10.824457521761019,5.730775801810779,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Other Services,,,,16.979043317815567,11.244990847062127,%
2011-12,Current,2023-24,GVA Growth Rate,Annual,First Revised Estimates,Total Gross Value Added,,,,11.223371109428086,8.559254114773267,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,12.489842100038501,3.4547893003208117,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,Mining and Quarrying,,,,37.41331835171323,2.3862237039954124,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,Manufacturing,,,,8.07569499521415,1.5599445655653028,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,29.365251056265606,9.005815632441966,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,Construction,,,,16.583125043169986,9.102114351910899,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,24.35085152841883,13.691729231456137,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",,,,14.41253779223753,6.3734038263758634,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",,,,14.165485147093023,7.872555972944113,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,First Advance Estimates,Total Gross Value Added,,,,15.816910884354044,6.711999361161446,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,11.168130536986666,3.3488186257382324,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,Mining and Quarrying,,,,36.19277110068833,3.3769464198145442,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,Manufacturing,,,,6.669597527705463,0.5570053268235711,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,33.29656245116553,9.15116045873394,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,Construction,,,,16.326306977524993,9.117502016950112,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,,23.907896714295035,14.184009001623508,%
2011-12,Current,2022-23,GVA Growth Rate,Annual,Second Advance Estimates,"Financial, Real Estate & Professional Services",,,,14.795389278935119,6.8536018423722,%
