base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Back,2001-02,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,205286.8879984504,424313.16070765414,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,21618.86348456738,29563.464805181018,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1219.4777532526339,2159.8414133296474,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,45989.051392781985,44896.66288077142,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,83545.07444304568,139700.2902610228,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,150227.64678431177,220661.11930999774,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,Financial Services,,,,110146.84389971242,226160.6067969065,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,277839.99623803684,587171.7972280531,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,Public Administration and Defence,,,,140422.91363905818,266931.9973825863,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,Other Services,,,,130359.60165658081,205587.64065623583,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,Total Gross Value Added,,,,2126090.8647623267,4241594.7669398235,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,,,,,2126090.8647623267,4241595.058780162,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,297429.25011417246,692154.830228041,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,84726.55793515887,196942.27479828577,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,59358.094601334706,132927.20415196707,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,20938.121674533682,44032.10707707179,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,462406.98880978994,1065837.0956476151,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Mining and Quarrying,,,,50577.341753327986,189727.30335885563,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,32440.315883905398,61880.435776787235,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,42464.75543834345,74324.47702682592,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Manufacturing,Metal Products,,,72623.17800938783,157127.63916193132,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,39399.2288592306,66847.8464683863,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,137631.14070310316,255613.55081555716,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Manufacturing,,,,340820.08651333407,635668.0159240839,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,59515.34720247001,96385.60867619525,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Construction,,,,133828.71582215783,279464.55281342345,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,165680.1487278561,348000.45281865995,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,18504.479138424987,39034.76885404448,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,184183.36071174382,387009.2920188534,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,20687.847630291784,27630.251619067843,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1166.9198657768325,2147.1545736687285,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,38508.63391850863,37596.689929389606,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,76935.52220624858,134229.89366519122,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,136385.66221429524,207206.87193448347,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Financial Services,,,,93452.06020669936,209410.84399711364,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,249348.76474779507,558605.8747550824,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Public Administration and Defence,,,,130801.65094925888,259566.34848356043,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Other Services,,,,120264.28358971799,195480.5295500242,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,Total Gross Value Added,,,,1955518.1447518305,4024830.408958167,₹ Crore
2011-12,Back,2000-01,Gross Value Added,Annual,,,,,,1955518.1447518305,4024830.6858841656,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,297958.8946938856,696376.6506770346,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,85098.59455547637,198706.71256307446,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,55111.30960443875,129441.95338517858,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,18585.82144703756,42057.90175169773,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,457080.6771835782,1065918.298857114,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Mining and Quarrying,,,,46008.886302472354,185438.85075286307,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,30028.953540094215,56406.98780559038,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,37004.89789075307,67459.05158325125,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Manufacturing,Metal Products,,,66144.37873987445,150090.62854363106,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,34865.7506626682,63469.694826215156,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,114667.7498328253,236076.13620993777,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Manufacturing,,,,301828.77803091455,592426.2446427984,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,57532.64352354599,94275.53690296727,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Construction,,,,121902.61120332827,263280.5329980887,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,150020.2719314669,331489.46089435427,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,16591.49535214747,36492.06435170105,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,166626.3118372614,368022.22286235605,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,20378.152201045705,26532.377463991223,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1056.4896798185418,2023.5593262960226,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,34663.78307475206,30071.107729690215,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,68184.02958322839,124657.32053261691,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,123138.86756609584,189791.81944688538,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Financial Services,,,,93747.87896673106,214542.9069678205,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,217641.9113181985,519554.7330738043,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Public Administration and Defence,,,,123973.17403225877,254845.86150189905,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Other Services,,,,109260.49447890221,182245.66087532192,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,Total Gross Value Added,,,,1816201.9221291114,3864523.8726705685,₹ Crore
2011-12,Back,1999-2000,Gross Value Added,Annual,,,,,,1816201.9221291114,3864524.138566774,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,281420.46597009193,680006.0284690078,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,80173.0400821478,193998.42186068755,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,49954.321795063464,123973.15300449882,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,17001.592371691095,39313.65327921166,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,432065.116909709,1038207.2259073968,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Mining and Quarrying,,,,39764.23826213403,177981.4918469544,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,29095.224116194717,55107.38951415641,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,35278.242076334034,64044.37771186336,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Manufacturing,Metal Products,,,63977.53968092997,145304.37358749582,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,30679.42531454365,55931.188040726345,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,107680.66875491633,230003.60472094332,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Manufacturing,,,,278592.96802334976,562107.4369588615,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,59432.561822243246,89476.20531194874,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Construction,,,,106101.15583834419,242897.23105657546,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,134918.9738526749,309681.7060607794,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,14478.505672599747,33242.498585859656,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,149467.00578471678,343068.8287878635,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,18267.091934976495,24285.868578570044,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,967.4461649424344,1926.1514609693884,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,32849.97230416075,24621.633595611354,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,60067.27606658492,116794.47467264226,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,109695.12269249951,156009.39957004768,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Financial Services,,,,76208.9940298647,189786.55043693757,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,174380.38034391796,458246.94132357975,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Public Administration and Defence,,,,105587.27757570129,224656.3633367569,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Other Services,,,,95929.53584538138,165192.66912510115,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,Total Gross Value Added,,,,1631019.2214381732,3578123.4839091636,₹ Crore
2011-12,Back,1998-99,Gross Value Added,Annual,,,,,,1631018.6725442798,3578122.5259383577,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,243447.7087671279,634816.3918685094,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,69322.88162521343,180710.5228355462,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,45694.51917628553,122526.37551850919,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,16248.17252518147,41381.11400033439,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,376207.31223956414,976488.7021876101,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Mining and Quarrying,,,,37244.99842662375,173091.08544825276,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,24893.51743491918,54685.16081484665,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,36069.31603598108,68594.68749206865,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Manufacturing,Metal Products,,,59184.734598781695,137513.05883567926,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,32644.14110305138,60644.552035522946,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,95965.15767820577,218880.3009015537,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Manufacturing,,,,255260.58239675636,545037.7084058548,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,48031.628711549696,83597.98460743955,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Construction,,,,89626.72205172348,228554.86778172897,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,119151.39746166873,288874.4807239884,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,12183.033165129313,29167.80407488684,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,131468.2222826747,318392.457975223,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,18216.784978234922,23993.031662175643,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,847.5397410169738,1841.8043987279232,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,27285.295312031387,20605.28382196532,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,50314.2876725848,110348.03131476423,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,94455.35756500246,145197.08031701535,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Financial Services,,,,66327.35040551357,173869.91738104785,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,147833.46056787568,429311.66120014054,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Public Administration and Defence,,,,84838.33425834213,203197.75827616532,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Other Services,,,,78971.1913186271,150322.1991344823,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,Total Gross Value Added,,,,1414891.3845647047,3353964.796685293,₹ Crore
2011-12,Back,1997-98,Gross Value Added,Annual,,,,,,1414890.908405239,3353963.8987284796,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,231590.10800000269,654264.307276681,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,66118.9350332661,186584.7198842007,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,40621.024521043844,119593.70487788197,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,13153.878868280824,40680.95334202103,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,354520.8051404547,1002079.0744803654,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Mining and Quarrying,,,,30875.817953877107,157627.72090191816,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,19938.694100906738,48138.82797782733,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,34444.13510702287,65275.707975683836,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Manufacturing,Metal Products,,,61278.78137756571,146607.17934664423,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,31490.303707156647,59952.49083633581,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,99519.30659329517,239865.25096501524,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Manufacturing,,,,245436.57244848175,544758.8631860452,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,40853.06507128281,77607.40631250212,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Construction,,,,72159.35054558789,206888.21114549862,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,105221.48704823657,268391.4804245738,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,10606.211252943724,26994.385136280114,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,115964.1451007928,295722.5802092041,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,16138.302848510473,23474.177010126397,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,797.0292330190068,1939.373395816078,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,22999.088792406026,17152.457925605882,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,42498.29732236972,104319.45509298106,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,80601.1666905114,135409.7304113046,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Financial Services,,,,57207.43961957084,146394.82326858517,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,131722.34750642625,402230.7995962516,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Public Administration and Defence,,,,69340.4747975371,177816.80276101557,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Other Services,,,,71140.17773107035,145492.07997438274,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,Total Gross Value Added,,,,1272362.72351334,3215639.2748017614,₹ Crore
2011-12,Back,1996-97,Gross Value Added,Annual,,,,,,1272362.295319656,3215638.4138788325,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,191612.83146867086,592625.2457210881,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,54647.477090759065,168608.1756978941,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,37496.76678126837,117814.6386699521,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,11098.883736859238,37624.5916936009,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,294847.6101507404,911641.5088133732,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Mining and Quarrying,,,,28165.007009634857,156757.8441593399,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,18348.316089267893,46963.33181532235,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,28921.640648828034,53954.123653122675,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Manufacturing,Metal Products,,,53650.8028744974,136146.8610631733,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,30779.24098763224,61518.645147834686,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,81644.12823150454,202838.96643158732,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Manufacturing,,,,215387.59968412123,497490.8779194138,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,37853.81019220894,73601.74850615839,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Construction,,,,63387.93084006789,203081.78041237534,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,89626.16552210975,249140.75810226725,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,8529.205815968786,23923.762953720237,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,98332.1807055995,273508.8038223023,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,15113.915965574392,22593.66832255053,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,750.8181220793509,1996.8774355154815,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,19187.381460468743,15489.633432022481,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,34567.2612156102,95859.12427257131,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,67961.223128886,125419.0545647255,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Financial Services,,,,52333.22224488327,134950.88121373026,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,118520.74741856774,384431.6577295046,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Public Administration and Defence,,,,60904.86812980771,170768.70045992048,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Other Services,,,,58256.800066566575,131525.01226662344,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,Total Gross Value Added,,,,1093301.8684870084,2978143.4685080457,₹ Crore
2011-12,Back,1995-96,Gross Value Added,Annual,,,,,,1093301.5005534422,2978142.6711698566,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,176006.77253998947,598478.529576859,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,50313.30139418308,170444.19238297475,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,36263.505022217454,118268.69779687656,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,9927.359210153754,35776.720214156405,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,271161.5466179286,918025.24584947,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Mining and Quarrying,,,,25258.59902042797,148071.59297063563,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,17492.534781656537,46492.74802538291,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,27416.94474156848,57445.79268216716,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Manufacturing,Metal Products,,,39522.885037428896,109227.96774722936,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,21786.72524808569,45052.97369167123,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,61878.29730335356,169490.37524261116,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Manufacturing,,,,172263.2640700004,430871.79507154616,₹ Crore
